t,KRT17,EMP1,S100A2,KRT16,t_grid,KRT17_pinn,EMP1_pinn,S100A2_pinn,KRT16_pinn
0.4388586,0.0,0.0,0.91548043,1.628753,,,,,
0.4850233,1.6275527,0.95918506,0.64536256,0.0,,,,,
0.4459692,0.0,0.0,0.0,0.0,,,,,
0.46427476,0.0,0.0,0.70844525,0.0,,,,,
0.50373405,0.0,0.0,2.342144,0.0,,,,,
0.97048944,0.0,3.3736525,0.0,0.0,,,,,
0.82724434,1.0059851,1.0059851,0.0,0.0,,,,,
0.5399231,0.66795117,0.0,0.0,0.0,,,,,
0.3871221,0.0,0.0,0.0,0.0,,,,,
0.4548727,0.0,0.0,0.50466776,0.0,,,,,
0.5085494,0.0,0.0,0.0,0.0,,,,,
0.35874918,0.0,0.0,0.0,0.0,,,,,
0.4945739,0.0,1.4727926,0.0,0.0,,,,,
0.7955891,0.8654246,1.2954985,0.8654246,0.8654246,,,,,
0.36690226,0.0,0.49536532,0.0,0.49536532,,,,,
0.37217882,0.0,0.0,0.0,0.0,,,,,
0.37391263,0.0,0.0,0.0,0.0,,,,,
0.4324069,0.0,0.0,0.0,0.0,,,,,
0.37902752,0.0,0.0,0.0,0.0,,,,,
0.51385146,0.8998468,1.2952058,1.2952058,0.8998468,,,,,
0.7461299,1.059046,1.3892866,0.7387854,0.0,,,,,
0.1083739,0.0,0.0,0.0,0.0,,,,,
0.36220336,0.0,0.0,2.441007,0.0,,,,,
0.39872265,0.0,0.0,0.0,0.0,,,,,
0.3953358,0.0,0.8949531,0.3151585,0.0,,,,,
0.39740583,0.0,0.0,1.9495811,1.9495811,,,,,
0.37440568,0.0,0.91940975,0.0,0.3897417,,,,,
0.3730451,0.0,0.0,0.0,0.0,,,,,
0.4204655,0.0,0.0,0.8477745,0.0,,,,,
0.40524897,0.0,0.0,0.0,0.0,,,,,
0.36359808,2.2083604,1.1550562,2.2083604,0.8239383,,,,,
0.7960661,1.1471783,0.0,0.0,0.0,,,,,
0.40970525,0.0,0.0,0.0,0.0,,,,,
0.37120783,0.0,0.0,0.0,0.0,,,,,
0.8089123,0.43640995,1.3964874,0.69619775,0.0,,,,,
0.75881875,0.0,1.0586283,1.5341916,1.1658437,,,,,
0.4943916,2.0230293,0.9939432,0.0,0.0,,,,,
0.39917466,0.0,0.0,0.0,0.0,,,,,
0.66696185,0.0,1.3249817,1.7774003,1.9227413,,,,,
0.39555717,0.0,0.0,0.0,0.0,,,,,
0.41723648,0.0,0.0,0.0,0.0,,,,,
0.47207773,0.0,0.0,0.0,0.0,,,,,
0.36588225,1.3123592,0.6766899,1.6967579,0.0,,,,,
0.39822176,0.0,1.3304254,0.0,0.0,,,,,
0.44952035,0.0,0.0,0.0,0.0,,,,,
0.3806356,0.0,1.6397796,0.0,0.0,,,,,
0.367217,0.0,0.8168428,0.0,0.0,,,,,
0.3778481,0.0,0.5258223,0.0,0.0,,,,,
0.50035495,0.0,0.0,0.0,0.0,,,,,
0.42054194,0.0,0.0,0.0,0.0,,,,,
0.40032467,0.0,0.0,0.0,0.0,,,,,
0.41358986,0.0,0.0,0.0,0.0,,,,,
0.3959824,0.0,1.1071742,0.5165897,0.0,,,,,
0.378364,0.0,0.0,0.0,0.0,,,,,
0.40381396,0.0,0.0,0.0,0.0,,,,,
0.5198292,1.0944061,1.4530717,1.7470291,0.0,,,,,
